ID,GEO_POINT_2D,GEO_SHAPE,NAME,ETICHETTA,NOTETESTO,NUMEROANTICO,NUMEROMODERNO,LINK1,LINK2,LINK3,PIANI,ARCATE,ARCHITRAVATE,ARCHITRAVATE_CON_COLONNE_DI_LEGNO,ARCHIVOLTI,MODIGLIONI,MENSOLONI_ARCHITRAVATI,STALLA_E,FIENILE_I,RIMESSA_E,SCUDERIA_E,ATTIVITA_COMMERCIALI_PRODUTTIVE_1,ATTIVITA_COMMERCIALI_PRODUTTIVE_2,ATTIVITA_COMMERCIALI_PRODUTTIVE_3,ATTIVITA_COMMERCIALI_PRODUTTIVE_4,ATTIVITA_COMMERCIALI_PRODUTTIVE_5
22,"44.4946142594, 11.3452894009","{""type"": ""Polygon"", ""coordinates"": [[[11.345054, 44.494544, 0], [11.345452, 44.494489, 0], [11.345484, 44.494608, 0], [11.3455, 44.494659, 0], [11.345489, 44.494691, 0], [11.34519, 44.494744, 0], [11.345185, 44.494727, 0], [11.345148, 44.494734, 0], [11.345122, 44.494639, 0], [11.345084, 44.49464, 0], [11.345054, 44.494544, 0]]]}",Casa del Collegio di Spagna,Casa,-,"1618/3, 75","2 via Oberdan, 28 via Rizzoli",http://www.originebologna.com/strade/via-cavaliera/n-1618,http://www.originebologna.com/strade/mercato-di-mezzo/n-75,-,2,-,-,-,-,-,-,-,-,-,-,Vestiarista,Drogheria,Profumiere,Barbiere,Pellicciaio
23,"44.4890085711, 11.333910722","{""type"": ""Polygon"", ""coordinates"": [[[11.333837, 44.489124, 0], [11.333776, 44.488982, 0], [11.334027, 44.488887, 0], [11.334058, 44.488957, 0], [11.333957, 44.488988, 0], [11.334001, 44.489084, 0], [11.333837, 44.489124, 0]]]}",-,Casa,-,-,2 Via Mapertuso,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,"44.4924236074, 11.3537133764","{""type"": ""Polygon"", ""coordinates"": [[[11.353743, 44.492339, 0], [11.353835, 44.49245, 0], [11.353776, 44.492469, 0], [11.353682, 44.492505, 0], [11.353592, 44.492405, 0], [11.353743, 44.492339, 0]]]}",-,Casa,-,-,"20, 18",-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-
25,"44.4900423706, 11.3499029738","{""type"": ""Polygon"", ""coordinates"": [[[11.349761, 44.490075, 0], [11.349856, 44.490005, 0], [11.34995, 44.489933, 0], [11.350042, 44.489998, 0], [11.349868, 44.490154, 0], [11.349761, 44.490075, 0]]]}",-,Casa,-,"332,331",2,http://www.originebologna.com/strade/cartoleria-vecchia/n-332,http://www.originebologna.com/strade/cartoleria-vecchia/n-331,-,2,2,-,-,-,-,-,-,-,-,-,Falegname,-,-,-,-
26,"44.4960149576, 11.3421709102","{""type"": ""Polygon"", ""coordinates"": [[[11.342094, 44.496124, 0], [11.342071, 44.496004, 0], [11.342065, 44.495965, 0], [11.342056, 44.495897, 0], [11.342238, 44.495876, 0], [11.342265, 44.49596, 0], [11.342153, 44.495974, 0], [11.342169, 44.496048, 0], [11.342279, 44.496037, 0], [11.34231, 44.496145, 0], [11.342216, 44.496156, 0], [11.342209, 44.496121, 0], [11.342094, 44.496124, 0]]]}",-,Casa,-,-,3 vicolo degli Ariosti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,"44.4910773885, 11.3514710051","{""type"": ""Polygon"", ""coordinates"": [[[11.351292, 44.491254, 0], [11.351174, 44.49105, 0], [11.351267, 44.491024, 0], [11.351291, 44.491065, 0], [11.351327, 44.491054, 0], [11.351299, 44.491012, 0], [11.351396, 44.490982, 0], [11.351481, 44.4911, 0], [11.351561, 44.491077, 0], [11.351484, 44.490956, 0], [11.351762, 44.490862, 0], [11.351785, 44.490904, 0], [11.351628, 44.490961, 0], [11.351681, 44.491046, 0], [11.351696, 44.491043, 0], [11.351732, 44.491117, 0], [11.35165, 44.491143, 0], [11.351565, 44.491169, 0], [11.351472, 44.491198, 0], [11.351459, 44.49118, 0], [11.351402, 44.491197, 0], [11.351414, 44.491216, 0], [11.351292, 44.491254, 0]]]}",-,Casa,-,"594,595",16,http://www.originebologna.com/strade/cartoleria-nuova/n-595,http://www.originebologna.com/strade/cartoleria-nuova/n-594,-,2,1,1,-,-,-,-,-,-,-,-,Treccolo,Bottega,-,-,-
28,"44.4927793228, 11.3549714523","{""type"": ""Polygon"", ""coordinates"": [[[11.35509, 44.492702, 0], [11.355125, 44.49276, 0], [11.354915, 44.492836, 0], [11.354901, 44.492817, 0], [11.354822, 44.492852, 0], [11.354796, 44.492814, 0], [11.35509, 44.492702, 0]]]}",-,Casa,-,784,32/3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,"44.4942597729, 11.3494816379","{""type"": ""Polygon"", ""coordinates"": [[[11.349556, 44.494372, 0], [11.349435, 44.494385, 0], [11.349393, 44.494267, 0], [11.349348, 44.494161, 0], [11.349407, 44.49415, 0], [11.349443, 44.494235, 0], [11.349493, 44.494227, 0], [11.34947, 44.49417, 0], [11.349584, 44.494154, 0], [11.349608, 44.494229, 0], [11.349558, 44.494241, 0], [11.349569, 44.49429, 0], [11.349529, 44.494302, 0], [11.349543, 44.494336, 0], [11.349556, 44.494372, 0]]]}",-,Casa,Con terrazza,"115, 926",17 su San VItale,http://www.originebologna.com/strade/strada-san-vitale/n-115,http://www.originebologna.com/strade/broglio-dei-mussolini/n-926,-,-,3,-,-,-,-,-,-,-,-,-,Carbonaro,-,-,-,-
30,"44.4976007393, 11.3510215259","{""type"": ""Polygon"", ""coordinates"": [[[11.350907, 44.497727, 0], [11.350932, 44.497628, 0], [11.350965, 44.497628, 0], [11.350968, 44.497615, 0], [11.351055, 44.497623, 0], [11.351067, 44.497572, 0], [11.350934, 44.497564, 0], [11.350941, 44.497505, 0], [11.350899, 44.497502, 0], [11.350911, 44.497455, 0], [11.351125, 44.497491, 0], [11.351125, 44.497575, 0], [11.351117, 44.497631, 0], [11.351109, 44.497653, 0], [11.351088, 44.49774, 0], [11.350907, 44.497727, 0]]]}",-,Casa,-,"2816,2817","25,25/2",http://www.originebologna.com/strade/borgo-della-paglia/n-2816,http://www.originebologna.com/strade/borgo-della-paglia/n-2817,-,1,4,-,-,-,-,-,-,-,-,-,Falegname,-,-,-,-
31,"44.4951223747, 11.3454269716","{""type"": ""Polygon"", ""coordinates"": [[[11.345291, 44.495095, 0], [11.345422, 44.495084, 0], [11.345476, 44.495079, 0], [11.345481, 44.495099, 0], [11.345567, 44.495088, 0], [11.345579, 44.49514, 0], [11.345314, 44.49517, 0], [11.345291, 44.495095, 0]]]}",Casa Ludivisi,Casa,-,1619,23,http://www.originebologna.com/strade/via-cavaliera/n-1617,http://www.originebologna.com/strade/altabella/via-altabella-23-n-1619,-,2,-,-,-,-,-,-,-,-,-,-,Orologiaio,Tornitore,Arrotino,Lanternaro,-
32,"44.491861394, 11.3475057519","{""type"": ""Polygon"", ""coordinates"": [[[11.347466, 44.49191, 0], [11.347429, 44.491881, 0], [11.347544, 44.491813, 0], [11.347583, 44.491842, 0], [11.347466, 44.49191, 0]]]}",-,Casa,-,-,4/3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,"44.4918517661, 11.3423395896","{""type"": ""Polygon"", ""coordinates"": [[[11.342338, 44.491861, 0], [11.342333, 44.491882, 0], [11.342295, 44.491882, 0], [11.342293, 44.491913, 0], [11.342251, 44.49191, 0], [11.342256, 44.491822, 0], [11.342255, 44.491822, 0], [11.342461, 44.491819, 0], [11.342456, 44.491863, 0], [11.342338, 44.491861, 0]]]}",-,Casa,-,1115,5/3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,"44.4937165664, 11.3380077137","{""type"": ""Polygon"", ""coordinates"": [[[11.337931, 44.493812, 0], [11.33785, 44.493662, 0], [11.337888, 44.493651, 0], [11.338123, 44.493616, 0], [11.338162, 44.49375, 0], [11.338103, 44.493759, 0], [11.337956, 44.493804, 0], [11.338007, 44.493899, 0], [11.337982, 44.493906, 0], [11.337931, 44.493812, 0]]]}",-,Casa,-,-,"6,8,10,12",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,"44.4950983375, 11.3422580354","{""type"": ""Polygon"", ""coordinates"": [[[11.342214, 44.495036, 0], [11.342256, 44.495028, 0], [11.342292, 44.495124, 0], [11.342302, 44.495121, 0], [11.342306, 44.495132, 0], [11.342308, 44.495147, 0], [11.342245, 44.49516, 0], [11.342231, 44.495125, 0], [11.342245, 44.495122, 0], [11.342214, 44.495036, 0]]]}",-,Casa,-,-,-,http://www.originebologna.com/strade/volte-dei-pollaroli-via/rimanenti-archi-del-portico-della-dogana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,"44.4932786257, 11.3450304685","{""type"": ""Polygon"", ""coordinates"": [[[11.344995, 44.493362, 0], [11.344976, 44.493262, 0], [11.345005, 44.493259, 0], [11.344995, 44.493224, 0], [11.345072, 44.493211, 0], [11.345092, 44.4933, 0], [11.345028, 44.493305, 0], [11.345037, 44.493352, 0], [11.345007, 44.493359, 0], [11.344995, 44.493362, 0]]]}",-,Casa,-,1139,"7 (Drapperie), 14 via Clavature",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,"44.4901879204, 11.3379446993","{""type"": ""Polygon"", ""coordinates"": [[[11.33788, 44.490277, 0], [11.337781, 44.490125, 0], [11.337909, 44.4901, 0], [11.337935, 44.490165, 0], [11.338048, 44.490138, 0], [11.338034, 44.490068, 0], [11.338062, 44.490063, 0], [11.338076, 44.490167, 0], [11.33807, 44.490255, 0], [11.33788, 44.490277, 0]]]}",-,Casa,-,134,10,http://www.originebologna.com/strade/via-saragozza/n-134-135,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,"44.4920986071, 11.3399950127","{""type"": ""Polygon"", ""coordinates"": [[[11.340119, 44.491944, 0], [11.340211, 44.49218, 0], [11.340077, 44.492206, 0], [11.340046, 44.492215, 0], [11.340032, 44.492176, 0], [11.339934, 44.492191, 0], [11.339948, 44.49223, 0], [11.339858, 44.492247, 0], [11.339778, 44.492031, 0], [11.340088, 44.491967, 0], [11.340085, 44.491949, 0], [11.340119, 44.491944, 0]]]}",-,Casa,-,1436,7,http://www.originebologna.com/strade/val-d-aposa/n-1436,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,"44.4954185154, 11.3529676016","{""type"": ""Polygon"", ""coordinates"": [[[11.352845, 44.495595, 0], [11.352742, 44.495405, 0], [11.35295, 44.495358, 0], [11.352959, 44.495376, 0], [11.353013, 44.49536, 0], [11.353031, 44.495392, 0], [11.353115, 44.495373, 0], [11.353103, 44.495346, 0], [11.35312, 44.495341, 0], [11.353109, 44.495317, 0], [11.353076, 44.495325, 0], [11.35304, 44.495245, 0], [11.35311, 44.495227, 0], [11.353098, 44.495205, 0], [11.353146, 44.495194, 0], [11.353165, 44.495235, 0], [11.35309, 44.495257, 0], [11.353111, 44.495298, 0], [11.353156, 44.49529, 0], [11.353176, 44.495327, 0], [11.35316, 44.495333, 0], [11.353172, 44.495359, 0], [11.353156, 44.495363, 0], [11.353177, 44.495395, 0], [11.353158, 44.495399, 0], [11.353177, 44.495427, 0], [11.35299, 44.495482, 0], [11.352967, 44.495443, 0], [11.352875, 44.495465, 0], [11.352915, 44.495546, 0], [11.352979, 44.49553, 0], [11.352991, 44.495554, 0], [11.352845, 44.495595, 0]]]}",-,Casa,-,3123,13,http://www.originebologna.com/strade/vinazzoli/n-3123-13,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,"44.495343589, 11.352824686","{""type"": ""Polygon"", ""coordinates"": [[[11.352704, 44.495328, 0], [11.352886, 44.495284, 0], [11.352898, 44.495283, 0], [11.352911, 44.495316, 0], [11.352931, 44.495315, 0], [11.35295, 44.495358, 0], [11.352742, 44.495405, 0], [11.352704, 44.495328, 0]]]}",-,Casa,-,3122,11,http://www.originebologna.com/strade/vinazzoli/n-3122-11,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,"44.4903097381, 11.3512841619","{""type"": ""Polygon"", ""coordinates"": [[[11.3513, 44.490482, 0], [11.351343, 44.490461, 0], [11.351308, 44.490418, 0], [11.351279, 44.490426, 0], [11.351272, 44.490416, 0], [11.351287, 44.490412, 0], [11.351261, 44.490377, 0], [11.351405, 44.490321, 0], [11.351318, 44.490206, 0], [11.351275, 44.490195, 0], [11.351194, 44.490233, 0], [11.351275, 44.490316, 0], [11.351117, 44.490374, 0], [11.351044, 44.490268, 0], [11.350926, 44.490309, 0], [11.35092, 44.490295, 0], [11.351323, 44.490142, 0], [11.351371, 44.490192, 0], [11.351539, 44.490381, 0], [11.351311, 44.490492, 0], [11.3513, 44.490482, 0]]]}",-,Casa,-,541,1/2,http://www.originebologna.com/strade/san-petronio-vecchio/n-541,-,-,2,-,-,-,-,-,-,-,-,-,-,Bottega,-,-,-,-
42,"44.4916789398, 11.3421118237","{""type"": ""Polygon"", ""coordinates"": [[[11.341879, 44.49178, 0], [11.341863, 44.491566, 0], [11.34191, 44.491564, 0], [11.341996, 44.491564, 0], [11.342165, 44.49156, 0], [11.342218, 44.491559, 0], [11.342359, 44.491554, 0], [11.342359, 44.491648, 0], [11.342359, 44.491795, 0], [11.342255, 44.491804, 0], [11.342255, 44.491822, 0], [11.342131, 44.491824, 0], [11.342129, 44.491774, 0], [11.342128, 44.49172, 0], [11.342277, 44.491715, 0], [11.342275, 44.49161, 0], [11.342114, 44.491615, 0], [11.342115, 44.49172, 0], [11.342112, 44.491774, 0], [11.341879, 44.49178, 0]]]}",Case dei Galluzzi,Casa,Casa Ratta,38,34,http://www.originebologna.com/strade/san-mamolo/n-38,-,-,2,-,-,-,-,-,-,-,-,-,-,Arrotino,Lanternaro,Spaccio di dolci e vino,Fabbrica di dolci,Barbiere
43,"44.494830344, 11.3523027712","{""type"": ""Polygon"", ""coordinates"": [[[11.352336, 44.494924, 0], [11.352272, 44.494839, 0], [11.352248, 44.494804, 0], [11.352219, 44.494777, 0], [11.35223, 44.494765, 0], [11.352214, 44.49476, 0], [11.352253, 44.494722, 0], [11.352279, 44.494759, 0], [11.352326, 44.494812, 0], [11.352399, 44.494907, 0], [11.352336, 44.494924, 0]]]}",-,Casa,-,3128,1,http://www.originebologna.com/strade/vinazzetti-vicolo/n3128-1,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,"44.4875980037, 11.3426972715","{""type"": ""Polygon"", ""coordinates"": [[[11.342698, 44.487756, 0], [11.342654, 44.487602, 0], [11.342641, 44.487557, 0], [11.342623, 44.487471, 0], [11.342725, 44.487454, 0], [11.342735, 44.487538, 0], [11.342678, 44.487548, 0], [11.342686, 44.487586, 0], [11.342739, 44.487577, 0], [11.342763, 44.487739, 0], [11.342698, 44.487756, 0]]]}",Case Morandi Terribilia,Casa,-,578,35,http://www.originebologna.com/strade/borgo-delle-ballotte/n-577-578,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
45,"44.4949335773, 11.3533422769","{""type"": ""Polygon"", ""coordinates"": [[[11.353474, 44.494915, 0], [11.353524, 44.495031, 0], [11.353435, 44.495046, 0], [11.353406, 44.494966, 0], [11.353337, 44.494972, 0], [11.353375, 44.495061, 0], [11.353226, 44.495092, 0], [11.353202, 44.495036, 0], [11.353256, 44.495025, 0], [11.353232, 44.494941, 0], [11.353199, 44.494818, 0], [11.353402, 44.49479, 0], [11.353474, 44.494915, 0]]]}",-,Casa,7 arcate su via Vinazzi (via dell'Unione),3137,6,http://www.originebologna.com/strade/vinazzetti-vicolo/n-3137-3139-2-4-6,-,-,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,"44.4949265384, 11.353027283","{""type"": ""Polygon"", ""coordinates"": [[[11.352943, 44.494857, 0], [11.353073, 44.494835, 0], [11.353114, 44.494929, 0], [11.353018, 44.49495, 0], [11.353069, 44.495061, 0], [11.353011, 44.495071, 0], [11.353003, 44.495056, 0], [11.35302, 44.495051, 0], [11.353001, 44.495006, 0], [11.352983, 44.494953, 0], [11.352978, 44.494938, 0], [11.352943, 44.494857, 0]]]}",-,Casa,-,-,-,http://www.originebologna.com/strade/vinazzetti-vicolo/n-3137-3139-2-4-6,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,"44.4948548227, 11.352165736","{""type"": ""Polygon"", ""coordinates"": [[[11.352088, 44.494796, 0], [11.352176, 44.494826, 0], [11.352219, 44.494777, 0], [11.352248, 44.494804, 0], [11.352212, 44.49484, 0], [11.352239, 44.494848, 0], [11.352272, 44.494839, 0], [11.352336, 44.494924, 0], [11.352261, 44.494941, 0], [11.352041, 44.494848, 0], [11.351974, 44.494817, 0], [11.352006, 44.494774, 0], [11.352088, 44.494796, 0]]]}",Casa e forno nei Pelacani,Casa,"Una arcata su via G.Petroni, una su via Vinazzetti","3127,3031",1 via F.Acri,http://www.originebologna.com/strade/vinazzetti-vicolo/n-3127-1,-,-,1,2,-,-,-,-,-,-,-,-,-,Forno,-,-,-,-
48,"44.4891603359, 11.3535863536","{""type"": ""Polygon"", ""coordinates"": [[[11.353516, 44.489044, 0], [11.353717, 44.489239, 0], [11.353647, 44.489274, 0], [11.353456, 44.489075, 0], [11.353516, 44.489044, 0]]]}",Portone,Casa,Portone,513,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
49,"44.4884137346, 11.352690426","{""type"": ""Polygon"", ""coordinates"": [[[11.352687, 44.488296, 0], [11.352824, 44.488383, 0], [11.352762, 44.488424, 0], [11.352746, 44.488414, 0], [11.352722, 44.488443, 0], [11.352738, 44.488448, 0], [11.352663, 44.48853, 0], [11.352586, 44.488495, 0], [11.35256, 44.488483, 0], [11.352617, 44.488427, 0], [11.35265, 44.488447, 0], [11.352711, 44.488393, 0], [11.352631, 44.488352, 0], [11.35265, 44.488331, 0], [11.352639, 44.488324, 0], [11.352687, 44.488296, 0]]]}",Portone,Casa,Portone,499,17,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50,"44.4905687437, 11.3378200754","{""type"": ""Polygon"", ""coordinates"": [[[11.337972, 44.490556, 0], [11.337769, 44.49064, 0], [11.337735, 44.490655, 0], [11.337664, 44.490677, 0], [11.337656, 44.490633, 0], [11.337789, 44.490586, 0], [11.337799, 44.490467, 0], [11.337854, 44.490472, 0], [11.337972, 44.490556, 0]]]}",-,Casa,-,367,25,-,-,-,2,-,4,-,-,-,-,-,-,-,-,Vendita di vino,Bottega,Salsamentario,-,-
133,"44.4929689446, 11.3471442262","{""type"": ""Polygon"", ""coordinates"": [[[11.347262, 44.493074, 0], [11.347132, 44.493005, 0], [11.347077, 44.49299, 0], [11.347012, 44.492963, 0], [11.347022, 44.492952, 0], [11.346999, 44.492946, 0], [11.346987, 44.492963, 0], [11.346965, 44.492959, 0], [11.346983, 44.492896, 0], [11.347009, 44.492852, 0], [11.347053, 44.492857, 0], [11.347042, 44.492879, 0], [11.347029, 44.4929, 0], [11.347061, 44.492907, 0], [11.347073, 44.492893, 0], [11.347154, 44.492924, 0], [11.347126, 44.492957, 0], [11.347171, 44.492976, 0], [11.347199, 44.492944, 0], [11.347343, 44.492999, 0], [11.347262, 44.493074, 0]]]}",-,Casa,-,75,5,http://www.originebologna.com/strade/strada-santo-stefano-1/n-76-5-casa-antica-dei-lupari,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
134,"44.4888355277, 11.3520053724","{""type"": ""Polygon"", ""coordinates"": [[[11.351789, 44.488621, 0], [11.35189, 44.48867, 0], [11.351858, 44.488706, 0], [11.351894, 44.488723, 0], [11.351927, 44.488691, 0], [11.352008, 44.488724, 0], [11.351892, 44.488851, 0], [11.351967, 44.488895, 0], [11.352063, 44.488799, 0], [11.351992, 44.488761, 0], [11.352019, 44.48873, 0], [11.352186, 44.488811, 0], [11.352323, 44.488879, 0], [11.352355, 44.488848, 0], [11.35241, 44.488879, 0], [11.352431, 44.488891, 0], [11.352334, 44.488978, 0], [11.352251, 44.48894, 0], [11.352125, 44.489029, 0], [11.35163, 44.488769, 0], [11.351778, 44.488617, 0], [11.351789, 44.488621, 0]]]}",-,Casa,-,"70, 71","58, 58/2",http://www.originebologna.com/strade/strada-santo-stefano-1/n-70-58,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,"44.4885281512, 11.3521537895","{""type"": ""Polygon"", ""coordinates"": [[[11.35192, 44.488476, 0], [11.352, 44.488396, 0], [11.352195, 44.488487, 0], [11.352247, 44.488511, 0], [11.35238, 44.488582, 0], [11.352291, 44.488667, 0], [11.352156, 44.488599, 0], [11.35221, 44.488537, 0], [11.352129, 44.48849, 0], [11.352066, 44.488552, 0], [11.35192, 44.488476, 0]]]}",-,Casa,-,67,64,http://www.originebologna.com/strade/strada-santo-stefano-1/n-67-64,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
136,"44.4880673502, 11.3526591215","{""type"": ""Polygon"", ""coordinates"": [[[11.352405, 44.487999, 0], [11.352485, 44.487922, 0], [11.352764, 44.488066, 0], [11.352892, 44.488133, 0], [11.352848, 44.488176, 0], [11.352878, 44.488192, 0], [11.352851, 44.488223, 0], [11.352688, 44.488147, 0], [11.352736, 44.488097, 0], [11.352681, 44.488066, 0], [11.352631, 44.488114, 0], [11.352527, 44.488061, 0], [11.352548, 44.488042, 0], [11.352478, 44.488005, 0], [11.352456, 44.488026, 0], [11.352405, 44.487999, 0]]]}","Casa Passarotti, gia' Gambalunga, poi Grati",Casa,-,62,76,http://www.originebologna.com/strade/strada-santo-stefano-1/n-62-76,-,-,2,-,3,-,-,-,-,-,-,-,-,Calzolaio,Bottega,-,-,-
137,"44.4876598227, 11.352951308","{""type"": ""Polygon"", ""coordinates"": [[[11.352824, 44.487595, 0], [11.352867, 44.48755, 0], [11.353087, 44.487738, 0], [11.353037, 44.487766, 0], [11.352824, 44.487595, 0]]]}",Casa Dal Buono,Casa,-,55,84,http://www.originebologna.com/strade/strada-santo-stefano-1/n-55-84,-,-,1,2,-,-,-,-,-,-,-,-,-,Merciaro,-,-,-,-
138,"44.4865568444, 11.3540169368","{""type"": ""Polygon"", ""coordinates"": [[[11.353961, 44.486414, 0], [11.354056, 44.486521, 0], [11.354026, 44.486534, 0], [11.354047, 44.486556, 0], [11.354001, 44.486577, 0], [11.354023, 44.486602, 0], [11.354095, 44.48657, 0], [11.354168, 44.486649, 0], [11.35408, 44.486694, 0], [11.353881, 44.486485, 0], [11.353961, 44.486414, 0]]]}",Casa gia' cappella di S. Giuseppe e Teresa delle Carmelitane Scalze.,Casa,-,38,116,http://www.originebologna.com/strade/strada-santo-stefano-1/n-38-118,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
139,"44.4863140843, 11.3544264917","{""type"": ""Polygon"", ""coordinates"": [[[11.354321, 44.486154, 0], [11.354398, 44.486241, 0], [11.354369, 44.486257, 0], [11.35439, 44.486288, 0], [11.354422, 44.486271, 0], [11.354481, 44.486339, 0], [11.354452, 44.48636, 0], [11.354465, 44.486374, 0], [11.354499, 44.486359, 0], [11.354581, 44.486451, 0], [11.354542, 44.486477, 0], [11.354276, 44.486183, 0], [11.354321, 44.486154, 0]]]}",-,Casa,-,31,130,http://www.originebologna.com/strade/strada-santo-stefano-1/n-31-130,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
140,"44.4856757417, 11.3552226155","{""type"": ""Polygon"", ""coordinates"": [[[11.355161, 44.485567, 0], [11.355333, 44.485757, 0], [11.355281, 44.485782, 0], [11.355114, 44.485596, 0], [11.355161, 44.485567, 0]]]}",-,Casa,Portone. Giardino e Villa Levi,14,160,http://www.originebologna.com/strade/strada-santo-stefano-1/n-14-chiesa-di-s-gabrielle-e-convento-di-carmelitane-scalze,-,-,-,-,-,-,-,-,-,-,-,-,-,Battirame,-,-,-,-
141,"44.4858893348, 11.3540670929","{""type"": ""Polygon"", ""coordinates"": [[[11.354182, 44.48609, 0], [11.354135, 44.486048, 0], [11.354157, 44.486033, 0], [11.354144, 44.486007, 0], [11.354115, 44.486031, 0], [11.354082, 44.486011, 0], [11.354005, 44.485933, 0], [11.354048, 44.485899, 0], [11.354007, 44.485822, 0], [11.353934, 44.485755, 0], [11.35404, 44.485721, 0], [11.354194, 44.486081, 0], [11.354182, 44.48609, 0]]]}",-,Casa,-,130,117,http://www.originebologna.com/strade/strada-santo-stefano-1/n-130-117,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
142,"44.4878175308, 11.3520601283","{""type"": ""Polygon"", ""coordinates"": [[[11.352231, 44.487991, 0], [11.351987, 44.487817, 0], [11.352007, 44.487802, 0], [11.352043, 44.487825, 0], [11.352067, 44.487803, 0], [11.352021, 44.487773, 0], [11.351968, 44.487803, 0], [11.351826, 44.487699, 0], [11.351903, 44.487648, 0], [11.352289, 44.487938, 0], [11.352231, 44.487991, 0]]]}",-,Casa,-,109,77,http://www.originebologna.com/strade/strada-santo-stefano-1/n-109-77,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
143,"44.4885632849, 11.3513643996","{""type"": ""Polygon"", ""coordinates"": [[[11.351447, 44.488755, 0], [11.351336, 44.488663, 0], [11.351392, 44.488616, 0], [11.351129, 44.488423, 0], [11.351195, 44.488363, 0], [11.351286, 44.488419, 0], [11.351256, 44.488447, 0], [11.351308, 44.48848, 0], [11.351341, 44.488457, 0], [11.351418, 44.488516, 0], [11.351382, 44.488542, 0], [11.351428, 44.488577, 0], [11.351464, 44.488555, 0], [11.351569, 44.488622, 0], [11.351447, 44.488755, 0]]]}",-,Casa,-,104,65,http://www.originebologna.com/strade/strada-santo-stefano-1/n-104-103-63-65-palazzo-senatorio-ghiselli-vasselli,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
144,"44.4937270445, 11.34683833","{""type"": ""Polygon"", ""coordinates"": [[[11.34671, 44.493713, 0], [11.346771, 44.49364, 0], [11.346789, 44.49365, 0], [11.346961, 44.493744, 0], [11.346979, 44.493764, 0], [11.346922, 44.493787, 0], [11.346883, 44.493803, 0], [11.34671, 44.493713, 0]]]}",-,Casa,-,102,3,http://www.originebologna.com/strade/strada-santo-stefano-1/n-102-3,-,-,2,-,1,-,-,-,-,1,-,-,-,Stallaggio delle Due Torri,Canapino,Mercante,-,-
145,"44.4942272978, 11.3318237724","{""type"": ""Polygon"", ""coordinates"": [[[11.331754, 44.494118, 0], [11.331806, 44.49411, 0], [11.331826, 44.494166, 0], [11.331789, 44.494175, 0], [11.331815, 44.494237, 0], [11.331857, 44.49423, 0], [11.331893, 44.49432, 0], [11.331838, 44.49433, 0], [11.331754, 44.494118, 0]]]}",-,Casa,-,502,39,http://www.originebologna.com/strade/strada-sant-isaia/n-502,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
146,"44.4931869487, 11.3355127495","{""type"": ""Polygon"", ""coordinates"": [[[11.335486, 44.493291, 0], [11.33538, 44.493122, 0], [11.335452, 44.4931, 0], [11.335467, 44.493114, 0], [11.33553, 44.493098, 0], [11.335659, 44.493221, 0], [11.335486, 44.493291, 0]]]}",-,Casa,-,409,4,http://www.originebologna.com/strade/strada-sant-isaia/n-409,-,-,2,4,-,-,-,-,-,-,-,-,-,Farmacia,-,-,-,-
